,Year,Organization,Type,Standing,Allocation
447,2013,Ballet Company @ Berkeley,SAG,2.0,$0
448,2013,"BAMN - Coalition to Defend Affirmative Action, Integration, and Immigran",SAG,15.0,"$3,065"
449,2013,Bengali Students Association,SAG,1.0,$150
450,2013,BerKast,SAG,1.0,$150
451,2013,Berkeley Ballroom,SAG,10.0,"$1,311"
452,2013,Berkeley Bhangra Club,SAG,6.0,$0
453,2013,Berkeley Carillon Guild,SAG,10.0,$530
454,2013,Berkeley Chapter of the Society for Conservation Biology,SAG,1.0,$150
455,2013,Berkeley Chinese Students and Scholars Association,SAG,9.0,$0
456,2013,Berkeley College Republican,SAG,18.0,"$3,060"
457,2013,Berkeley Consulting,SAG,14.0,$0
458,2013,Berkeley Environmental Economics and Policy Students (BEEPS),SAG,1.0,$0
459,2013,Berkeley Forum,SAG,2.0,$0
460,2013,Berkeley Group,SAG,11.0,$918
461,2013,Berkeley Investment Group,SAG,2.0,$0
462,2013,Berkeley Legal Studies Association,SAG,14.0,$150
463,2013,Berkeley National Organization for Women,SAG,15.0,"$1,200"
464,2013,Berkeley Organization for Animal Advocacy,SAG,14.0,$918
465,2013,Berkeley Undergraduate Sociology Association,SAG,6.0,$150
466,2013,Berkeley Women in Business,SAG,11.0,$150
467,2013,Bezerkeley,SAG,4.0,$627
468,2013,Bioengineering Honor Society (BioEHS),SAG,11.0,$0
469,2013,Black Student Union,SAG,4.0,$212
470,2013,Black Students in Health Association,SAG,1.0,$150
471,2013,Blues at Berkeley,SAG,2.0,$300
472,2013,Cal Actuarial League,SAG,9.0,$0
473,2013,Cal Animage Alpha,SAG,3.0,$350
474,2013,Cal Berkeley Democrats,SAG,16.0,"$4,656"
475,2013,Cal Dragon Boat,SAG,9.0,$500
476,2013,Cal Hawai`i Club,SAG,27.0,"$1,838"
477,2013,Cal Hiking and Outdoor Society (CHAOS),SAG,63.0,$559
478,2013,Cal in the Capital,SAG,36.0,"$2,033"
479,2013,Cal Institute of Transportation Engineers (ITE),SAG,7.0,$0
480,2013,Cal Japan Club,SAG,6.0,$369
481,2013,Cal Pre-Vet Club,SAG,4.0,$300
482,2013,Cal Raijin Taiko,SAG,9.0,$500
483,2013,Cal Running Club,SAG,3.0,$40
484,2013,Cal Slam,SAG,10.0,$255
485,2013,Cal Student Assistance for Public Health,SAG,1.0,$150
486,2013,Cal Undergraduate Public Health Coalition,SAG,10.0,"$1,448"
487,2013,California Mock Trial,SAG,14.0,"$5,091"
488,2013,CalSol,SAG,16.0,$0
489,2013,Campus League of Puzzlers,SAG,1.0,$150
490,2013,Capital Investments at Berkeley,SAG,1.0,$150
491,2013,Catholic Students at Cal - Newman Hall,SAG,2.0,$300
492,2013,Chabad Jewish Student Group (CJSG),SAG,5.0,$160
493,2013,Chinese Instrumental Society,SAG,1.0,$150
494,2013,Chinese People Union,SAG,10.0,$995
495,2013,Chinese Student Association,SAG,24.0,"$2,000"
496,2013,Christians United for Israel at Berkeley,SAG,1.0,$150
497,2013,Circle K International,SAG,19.0,"$2,945"
498,2013,CNMAT Users Group (CUG),SAG,1.0,$0
499,2013,Cognitive Science Students Association,SAG,15.0,$150
500,2013,College Ski and Snowboard Club,SAG,15.0,$0
501,2013,Committee for Korea Studies,SAG,9.0,$150
502,2013,Common Cause/Democracy Matters of Berkeley,SAG,2.0,$80
503,2013,Computer Science Undergraduate Association,SAG,39.0,"$1,607"
504,2013,Conscious Living Collective,SAG,1.0,$131
505,2013,Conservation & Resource Studies Student Organization,SAG,4.0,$136
506,2013,Consult Your Community (CYC),SAG,1.0,$150
507,2013,Cooking Club,SAG,6.0,$446
508,2013,Creative Applications to Life in Origami,SAG,4.0,$892
509,2013,Crossroads Christian Fellowship,SAG,5.0,$167
510,2013,Crosstalk,SAG,1.0,$150
511,2013,Cultural Connections of Berkeley,SAG,1.0,$150
512,2013,Curling Club at Berkeley,SAG,1.0,$150
513,2013,Danceworx,SAG,17.0,"$1,755"
514,2013,Danza In Xochitl In Cuicatl,SAG,1.0,$150
515,2013,DeCadence,SAG,14.0,$668
516,2013,Delta Phi Epsilon,SAG,11.0,$0
517,2013,Delta Sigma Pi,SAG,8.0,"$1,188"
518,2013,Derivatives Trading Group,SAG,1.0,$150
519,2013,Dil Se,SAG,5.0,$629
520,2013,Dwinelle Hall Breakers,SAG,1.0,$150
521,2013,East Asian General Member Association,SAG,1.0,$0
522,2013,East Asian Languages and Cultures Undergraduate Student Association,SAG,4.0,$0
523,2013,Education Undergraduates,SAG,7.0,$250
524,2013,Educational Opportunity Program Student Association,SAG,1.0,$150
525,2013,Eggster Organization,SAG,13.0,"$1,600"
526,2013,EGO,SAG,3.0,$450
527,2013,ElecTONIC,SAG,6.0,$446
528,2013,Enactus,SAG,2.0,$300
529,2013,Engineering Student Council,SAG,21.0,"$27,096"
530,2013,ENvision at Berkeley,SAG,2.0,$250
531,2013,Eritrean Student Association,SAG,1.0,$150
532,2013,eSports at Berkeley (Formerly Collegiate StarLeague at Berkeley),SAG,2.0,$185
533,2013,Ethiopian Student Union,SAG,18.0,"$1,000"
534,2013,Fashion and Student Trends,SAG,2.0,"$1,800"
535,2013,Fei Tian Dancers,SAG,10.0,$334
536,2013,Fellowship in Christ Berkeley,SAG,8.0,$268
537,2013,Foresight Pre-Optometry Club,SAG,22.0,$857
538,2013,Formula SAE,SAG,1.0,$0
539,2013,Freshman Sophomore Business Club,SAG,12.0,$400
540,2013,Future Business Leaders of America - Phi Beta Lambda,SAG,9.0,"$1,400"
541,2013,Global China Connection Berkeley,SAG,2.0,$275
542,2013,Haas Business School Association,SAG,2.0,$246
543,2013,Healing Arts Collective,SAG,1.0,$150
544,2013,Hindu Students Council,SAG,6.0,"$1,141"
545,2013,Hong Kong Student Association,SAG,21.0,$440
546,2013,Human Rights of the Incarcerated Coalition @ Cal,SAG,1.0,$150
547,2013,Indian Students Association,SAG,10.0,"$2,588"
548,2013,Indus,SAG,25.0,"$7,000"
549,2013,International Association of Business Communicators,SAG,8.0,$0
550,2013,International Justice Mission,SAG,3.0,$122
551,2013,International Socialist Organization,SAG,1.0,$98
552,2013,International Student Fellowship,SAG,2.0,$0
553,2013,International Students' Advisory Committee,SAG,1.0,$150
554,2013,International Students Association at Berkeley (ISAB),SAG,13.0,$528
555,2013,International Youth and Students for Social Equality,SAG,1.0,$150
556,2013,InterVarsity Christian Fellowship,SAG,15.0,"$3,800"
557,2013,Investment Banking Club,SAG,1.0,$150
558,2013,Iranian Student Alliance In America- ISAA,SAG,10.0,$261
559,2013,Iranian Students' Cultural Organization (ISCO),SAG,17.0,"$2,065"
560,2013,Islamic Awareness,SAG,3.0,$450
561,2013,Italian International Students Association (IISA),SAG,13.0,"$1,124"
562,2013,IU-Mien Student Union,SAG,7.0,$506
563,2013,J Street U at Berkeley,SAG,1.0,$150
564,2013,Jewish Student Union,SAG,35.0,"$13,260"
565,2013,Kairos Christian Fellowship,SAG,6.0,$334
566,2013,Kairos Society,SAG,2.0,$300
567,2013,Kappa Gamma Delta,SAG,11.0,"$1,100"
568,2013,Klesis,SAG,2.0,$300
569,2013,Koinonia Campus Fellowship,SAG,9.0,$696
570,2013,Korea Campus Crusade for Christ,SAG,3.0,$0
571,2013,Korean American Students Association (KASA),SAG,32.0,"$4,642"
572,2013,Korean Chamber Ensemble,SAG,3.0,$250
573,2013,Korean Student Organizations (KSO),SAG,1.0,$274
574,2013,Korean Undergraduate Networking Association (KUNA),SAG,6.0,$881
575,2013,Korean-American Engineers and Scientists Association,SAG,2.0,$0
576,2013,K-Popular,SAG,3.0,$0
577,2013,Latino Pre-Law Society,SAG,11.0,"$1,200"
578,2013,Lebanese Student Association at Berkeley,SAG,1.0,$150
579,2013,Lindy on Sproul,SAG,3.0,$450
580,2013,LiNK at Cal,SAG,9.0,$697
581,2013,Logos,SAG,1.0,$150
582,2013,Malaria No More,SAG,1.0,$150
583,2013,Mango Raasi,SAG,2.0,$180
584,2013,Mariachi Luz de Oro,SAG,2.0,$300
585,2013,Market-Inc.,SAG,1.0,$150
586,2013,MCBcDNA,SAG,2.0,$215
587,2013,Mixed Student Union,SAG,17.0,$982
588,2013,Movement,SAG,13.0,"$3,100"
589,2013,Multi-Ethnic Student House,SAG,1.0,$150
590,2013,Music Connection,SAG,5.0,$0
591,2013,Muslim Student Association,SAG,27.0,"$9,562"
592,2013,Nerdfighters of Berkeley,SAG,1.0,$140
593,2013,Net Impact Berkeley,SAG,12.0,$0
594,2013,Nigerian Student Asocciation,SAG,1.0,$150
595,2013,Nikkei Student Union,SAG,12.0,"$2,312"
596,2013,Oakland Community Builders,SAG,1.0,$150
597,2013,Olive Tree Initiative,SAG,3.0,$625
598,2013,Omicron Delta Epsilon,SAG,7.0,$50
599,2013,Open University,SAG,1.0,$150
600,2013,Oratory at Berkeley,SAG,2.0,$210
601,2013,Organization of African Students at Berkeley,SAG,1.0,$150
602,2013,"out in Science, Technology, Engineering, and Mathematics (oSTEM)",SAG,3.0,$450
603,2013,Pakistani Student Association,SAG,10.0,"$2,145"
604,2013,Partnership for Pre-Professional Pilipinos,SAG,13.0,$889
605,2013,PartySafe@Cal,SAG,1.0,$150
606,2013,Personal Finance Club,SAG,1.0,$150
607,2013,Phi Alpha Delta Pre-Law Fraternity,SAG,5.0,$300
608,2013,Phi Alpha Theta,SAG,9.0,$647
609,2013,Phi Chi,SAG,3.0,$250
610,2013,Phi Gamma Nu Business Fraternity,SAG,3.0,$31
611,2013,Phi Sigma Pi National Honors Fraternity,SAG,12.0,$617
612,2013,Pi Sigma Epsilon (PSE),SAG,1.0,$150
613,2013,Pilipino American Alliance (PAA),SAG,23.0,"$6,815"
614,2013,Pilipino Association for Health Careers,SAG,21.0,"$3,598"
615,2013,"Pilipino Association of Scientists, Architects, and Engineers (PASAE)",SAG,25.0,$0
616,2013,Pokemon Club at Cal,SAG,1.0,$65
617,2013,Pre-Dental Society,SAG,31.0,$86
618,2013,Pre-Health Society (formerly known as Asian American Health Society),SAG,7.0,$749
619,2013,Pre-Med Asian Pacific American Medical Student Association (APAMSA),SAG,1.0,$150
620,2013,Pre-Nursing Society,SAG,3.0,$50
621,2013,Pre-Pharmacy Informational Learning and Leadership Society,SAG,13.0,"$1,969"
622,2013,ProActive Wellness (PAW),SAG,1.0,$150
623,2013,Quidditch League at Berkeley,SAG,1.0,$150
624,2013,Quiz Bowl,SAG,18.0,$0
625,2013,Ra-On,SAG,3.0,$550
626,2013,React To Film,SAG,2.0,$300
627,2013,Rubik's Cube Club at Berkeley,SAG,2.0,$200
628,2013,Russian Club (RSA),SAG,10.0,$400
629,2013,SACNAS at Berkeley: Undergraduate Chapter,SAG,1.0,$150
630,2013,Salsa Dance,SAG,3.0,$280
631,2013,Sigma Alpha Nu,SAG,6.0,$0
632,2013,Sigma Eta Pi,SAG,2.0,$120
633,2013,Sikh Student Association,SAG,8.0,$714
634,2013,Singapore Malaysia Student Association,SAG,6.0,$380
635,2013,Social Media Club at Berkeley,SAG,1.0,$150
636,2013,Society of Asian Scientists and Engineers (SASE),SAG,2.0,$150
637,2013,Society of Women in Science,SAG,1.0,$150
638,2013,Sociological Research Symposium Committee,SAG,1.0,$150
639,2013,Speech and Debate at Berkeley,SAG,4.0,"$1,820"
640,2013,Strait Talk,SAG,6.0,"$1,696"
641,2013,Student Commuters at Cal,SAG,6.0,$171
642,2013,Student Human Resource Association,SAG,2.0,$72
643,2013,Student Society for Stem Cell Research,SAG,1.0,$150
644,2013,Students for Hip-hop,SAG,13.0,"$3,329"
645,2013,Students for Integrative Medicine,SAG,4.0,$167
646,2013,Students for Justice in Palestine,SAG,8.0,$482
647,2013,Students for Liberty,SAG,5.0,$374
648,2013,Students for Sensible Drug Policy,SAG,1.0,$150
649,2013,Surfing Club at Berkeley,SAG,2.0,$300
650,2013,Synesthesia Association at Berkeley,SAG,1.0,$140
651,2013,Taiwanese American Student Association (TASA),SAG,17.0,"$2,132"
652,2013,Taiwanese Student Association (TSA),SAG,17.0,"$1,616"
653,2013,TBD Comedy,SAG,2.0,$250
654,2013,Tennis at Cal,SAG,8.0,$0
655,2013,Theatre Rice,SAG,14.0,"$3,007"
656,2013,THINK at Berkeley,SAG,1.0,$150
657,2013,Thrive Dance Company,SAG,2.0,$300
658,2013,Toxicology Student Association,SAG,3.0,$205
659,2013,Tzu Chi Compassion Relief Organization,SAG,6.0,$328
660,2013,U.S.E.U. Union Salvadorena de Estudiantes Universitarios,SAG,1.0,$150
661,2013,UC Berkeley Jazz Ensembles,SAG,27.0,$530
662,2013,UC Berkeley Men's Ice Hockey,SAG,2.0,$300
663,2013,UC Berkeley Model United Nations,SAG,21.0,"$6,747"
664,2013,UC Berkeley Steel Bridge Team,SAG,1.0,$200
665,2013,Undergraduate Finance Association | Undergraduate Management Consu,SAG,6.0,$0
666,2013,Undergraduate Marketing Association,SAG,17.0,$600
667,2013,Understanding Physics,SAG,1.0,$150
668,2013,University of California Rally Committee,SAG,113.0,"$36,200"
669,2013,Voyager Consulting,SAG,2.0,$300
670,2013,Women's Club Lacrosse,SAG,1.0,$150
671,2013,Accountability and Transparency at Berkeley,SISG,1.0,$250
672,2013,"Alpha Phi Alpha Fraternity, Inc.",SISG,11.0,"$1,935"
673,2013,Alternative Breaks,SISG,11.0,"$1,202"
674,2013,American Red Cross at Cal,SISG,9.0,"$2,512"
675,2013,Amnesty International,SISG,33.0,$987
676,2013,Asian American Pacific Islander Health Research Group,SISG,1.0,$250
677,2013,Autism Speaks U at Berkeley,SISG,3.0,$450
678,2013,BareAbundance,SISG,2.0,$300
679,2013,Bay Area Environmentally Aware Consulting Network (BEACN),SISG,6.0,$0
680,2013,BearEMS,SISG,1.0,$250
681,2013,Bears For Elder Welfare,SISG,2.0,$195
682,2013,Berkeley Cambodian Student Association,SISG,15.0,$0
683,2013,Berkeley City College Service Community,SISG,2.0,$280
684,2013,Berkeley Engineers and Mentors (BEAM),SISG,5.0,$250
685,2013,Berkeley Project,SISG,7.0,"$1,607"
686,2013,Berkeley Volunteer Income Tax Assistance,SISG,1.0,$250
687,2013,Best Buddies,SISG,7.0,$400
688,2013,Black Recruitment and Retention Center,SISG,31.0,"$43,165"
689,2013,"Blueprint, Technologies for Non-Profits",SISG,2.0,$500
690,2013,bridges Multicultural Resource Center,SISG,17.0,"$15,000"
691,2013,Cal Camp,SISG,65.0,"$14,823"
692,2013,Cal Community Music,SISG,29.0,$250
693,2013,Cal Corps Public Service Center: Student Service Leaders Training and G,SISG,45.0,"$35,879"
694,2013,Cal Facilitation Team,SISG,2.0,$500
695,2013,Cal in Local Government,SISG,6.0,"$1,754"
696,2013,Cal Q&A,SISG,5.0,"$1,845"
697,2013,Cal Scholars Chapter,SISG,1.0,$200
698,2013,Cal Veterans Group,SISG,5.0,"$2,574"
699,2013,CALPIRG,SISG,10.0,$150
700,2013,"Camp Kesem, Berkeley",SISG,1.0,$250
701,2013,Camp WOW (Week of Wilderness),SISG,4.0,$250
702,2013,Chicano/a Latino/a Architectural Student Association,SISG,1.0,$150
703,2013,Chicanos/Latinos in Health Education,SISG,24.0,"$2,238"
704,2013,Conflict Free Campus Initiative at Berkeley,SISG,1.0,$0
705,2013,Creative Residencies for Emerging Artists Teaching Empowerment (CRE,SISG,1.0,$383
706,2013,CS KickStart,SISG,2.0,$0
707,2013,Democratic Education at Cal (DeCal),SISG,31.0,"$5,000"
708,2013,Disabled Students' Union,SISG,9.0,"$1,734"
709,2013,Drawn to Scale,SISG,3.0,$230
710,2013,DULCE (Diabetes Unidos Lograremos Controlar Esta Enfermedad),SISG,6.0,$485
711,2013,Embrace - the Berkeley Chapter,SISG,2.0,$120
712,2013,Empathy FX International,SISG,1.0,$850
713,2013,Engineering World Health,SISG,1.0,$0
714,2013,EthiCAL Apparel,SISG,4.5,$250
715,2013,Expanding Your Horizons at Berkeley,SISG,2.0,$0
716,2013,Feeding Forward,SISG,2.0,$500
717,2013,FeelGood Berkeley,SISG,6.0,$658
718,2013,FIMRC,SISG,1.0,$0
719,2013,Gamma Zeta Alpha,SISG,6.0,"$1,096"
720,2013,Gates Millennium Scholars Association,SISG,7.0,$860
721,2013,Get On The Bus DeCal,SISG,1.0,$250
722,2013,GIANT Filmmakers,SISG,9.0,"$1,461"
723,2013,Global Medical Brigades,SISG,5.0,$267
724,2013,Grant A Wish at Berkeley,SISG,1.0,$200
725,2013,Habitat for Humanity,SISG,13.0,"$1,974"
726,2013,Health and Meidcal Apprenticeship Program,SISG,29.0,"$13,158"
727,2013,Hermanas Unidas,SISG,8.0,$831
728,2013,Hermanos Unidos,SISG,8.0,$0
729,2013,Hmong Student Association at Berkeley,SISG,6.0,"$1,127"
730,2013,Inside the Living Room,SISG,4.0,$250
731,2013,"La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc",SISG,2.0,$0
732,2013,Labor Coach Program,SISG,3.0,$750
733,2013,Lambda Theta Alpha,SISG,7.0,"$1,117"
734,2013,"Lambda Theta Nu Sorority, Incorporated",SISG,4.0,$250
735,2013,"Lambda Theta Phi, Latin Fraternity Inc.",SISG,7.0,"$1,224"
736,2013,Laotian American Student Representative,SISG,15.0,$514
737,2013,Laundry Love Project,SISG,2.0,$500
738,2013,Magnolia Project,SISG,7.0,$905
739,2013,MEDLIFE,SISG,3.0,$170
740,2013,MEND,SISG,2.0,$150
741,2013,Microfinance at Berkeley,SISG,2.0,$190
742,2013,Movimiento Estudiantil Chicano/Xcana de Aztlan,SISG,3.0,$450
743,2013,National Council of Negro Women,SISG,7.0,"$3,204"
744,2013,Native American Recruitment and Retention Center,SISG,21.0,"$11,090"
745,2013,Oakland Asian Student Educational Services (OASES),SISG,11.0,$921
746,2013,Omega Phi Beta Sorority Inc. Beta Mu Chapter,SISG,3.0,$750
747,2013,Open Computing Facility,SISG,24.0,"$21,692"
748,2013,Pacific Islanders at Cal,SISG,6.0,"$1,017"
749,2013,PATHS Mentoring Program,SISG,2.0,$150
750,2013,Patient Advocacy Student Group,SISG,1.0,$250
751,2013,Paws and Claws of Berkeley,SISG,2.0,$0
752,2013,People Eliminating Resource Scarcity in Support of Teachers (PERSIST),SISG,1.0,$250
753,2013,People's Test Preparation Services,SISG,17.0,"$4,649"
754,2013,Phi Delta Epsilon,SISG,6.0,"$1,041"
755,2013,Pilipino Academic Student Services (PASS),SISG,29.0,"$23,793"
756,2013,Project Nutrition,SISG,1.0,$250
757,2013,Project RISHI,SISG,6.0,$633
758,2013,Project SMILE (Spreading Multiculturalism and Inspiring Leadership thro,SISG,5.0,"$2,356"
759,2013,Project Vision,SISG,7.0,$428
760,2013,Prytanean Women's Honor Society,SISG,2.0,$70
761,2013,Queer Alliance and Resource Center,SISG,46.0,"$13,243"
762,2013,Queer Straight Alliance,SISG,6.0,$386
763,2013,Raza Recruitment and Retention Center,SISG,36.0,"$43,721"
764,2013,REACH! Asian/Pacific Islander Recruitment and Retention Center,SISG,18.0,"$15,959"
765,2013,Re-entry Transfer Student Association,SISG,16.0,"$1,143"
766,2013,Renters' Legal Assistance,SISG,31.0,"$4,000"
767,2013,Rising Immigrant Scholars through Education,SISG,5.0,$653
768,2013,Rotaract Club,SISG,9.0,"$1,856"
769,2013,Sage Mentorship Project,SISG,1.0,$150
770,2013,Seed of Health,SISG,2.0,$0
771,2013,Service Network at Berkeley,SISG,2.0,"$1,528"
772,2013,"Sigma Gamma Rho Sorority, Incorporated",SISG,1.0,$250
773,2013,"Sigma Pi Alpha Sorority, Inc. - Alpha Chapter",SISG,5.0,$714
774,2013,Southeast Asian Mentorship (SEAM),SISG,7.0,"$1,455"
775,2013,Southeast Asian Prison Outreach Project (SEAPOP),SISG,3.0,$285
776,2013,Southeast Asian Student Coalition,SISG,13.0,"$4,923"
777,2013,Spring Foundation,SISG,2.0,$500
778,2013,Stop the Traffick,SISG,5.0,$466
779,2013,Student National Medical Association-Minority Association of Premed Stu,SISG,2.0,$95
780,2013,Student Parent Association for Recruitment and Retention,SISG,14.0,"$3,417"
781,2013,Student-to-Student Peer Couseling,SISG,23.0,"$1,700"
782,2013,Suitcase Clinic,SISG,15.0,"$2,396"
783,2013,Supporting Peers in Laidback Listening (SPILL),SISG,4.0,$450
784,2013,Take Back the Night,SISG,11.0,$306
785,2013,Teach In Prison,SISG,4.0,$400
786,2013,Team HBV,SISG,7.0,$754
787,2013,Theater for Charity,SISG,9.0,"$1,598"
788,2013,TRENZA,SISG,15.0,"$1,600"
789,2013,UNICEF at Cal,SISG,11.0,$803
790,2013,Universal Love and Peace (ULAP),SISG,3.0,$750
791,2013,Vietnamese Student Association,SISG,22.0,"$5,118"
792,2013,Volunteer Health Interpreters Organization,SISG,8.0,$816
793,2013,Volunteers Around the World- UC Berkeley,SISG,3.0,$750
794,2013,Volunteers For Medical Outreach,SISG,6.0,$703
795,2013,WonderWorks,SISG,3.0,$247
796,2013,World Literacy Project,SISG,2.0,$200
797,2013,Xinaxtli,SISG,42.0,"$2,812"
798,2013,You Mean More,SISG,3.0,$600
799,2013,Young Queers United for Empowerment,SISG,6.0,$900
800,2013,Youth Empowerment Program,SISG,2.0,$500
801,2013,Youth Support Program,SISG,18.0,$400
802,2013,Academic Affairs Vice President,GOVT,,"$10,000"
803,2013,Attorney General,GOVT,,"$1,000"
804,2013,Elections Council,GOVT,,"$30,000"
805,2013,Executive Vice President,GOVT,,"$10,000"
806,2013,External Affairs Vice President,GOVT,,"$10,000"
807,2013,Finance Officer,GOVT,,"$1,500"
808,2013,Judicial Council,GOVT,,$730
809,2013,President,GOVT,,"$10,000"
810,2013,Secretariat,GOVT,,"$64,000"
811,2013,Senate Only,GOVT,,"$7,000"
812,2013,Student Advocate,GOVT,,"$10,000"
813,2013,Webmaster,GOVT,,"$1,000"
814,2013,Allocation to the Graduate Assembly,GRAD,,"$410,660"
815,2013,GRAD SUB-TOTAL,,,"$410,660.33"
816,2013,OPERATIONS,,,
817,2013,ASUC Archives,OPS,,"$4,000"
818,2013,Attorney's Fees,OPS,,"$60,000"
819,2013,Audit,OPS,,"$15,000"
820,2013,CNS Internet Operations Fee,OPS,,"$13,257"
821,2013,Publication Center,OPS,,"$4,500"
822,2013,UC Student Association,OPS,,"$32,027"
823,2013,Academic Opportunity Fund,PRO,,"$10,000"
824,2013,ASUC Fund for Intellectual Community,PRO,,"$5,000"
825,2013,ASUC Lobby Corps,PRO,,"$17,000"
826,2013,ASUC Student Legal Clinic,PRO,,"$3,596"
827,2013,ASUC SUPERB,PRO,,"$127,500"
828,2013,ASUC Sustainability Team,PRO,,"$1,530"
829,2013,ASUC Textbook Scholarship,PRO,,"$2,000"
830,2013,Cal Day Concert,PRO,,"$10,000"
831,2013,CAL Housing Commission,PRO,,"$2,500"
832,2013,Dance Marathon,PRO,,"$4,700"
833,2013,Disability Accomodation Fund,PRO,,"$8,000"
834,2013,Educational Enhancement Fund,PRO,,"$3,000"
835,2013,Executive Officer Leadership Institute,PRO,,"$3,500"
836,2013,Greek Opportunity Fund,PRO,,"$10,000"
837,2013,Innovative Entertainment,PRO,,"$1,000"
838,2013,Innovative Design,PRO,,"$4,000"
839,2013,Multicultural Fund,PRO,,"$5,000"
840,2013,Outstanding Student Recognition Program,PRO,,"$1,250"
841,2013,Perspectives,PRO,,"$1,900"
842,2013,Public Service Fund,PRO,,"$5,000"
843,2013,Spring Welcome Week,PRO,,"$2,727"
844,2013,Student Initiative Fund/Bears Breaking Boundaries,PRO,,"$15,000"
845,2013,Undergraduate Graduate Mentorship Program,PRO,,"$1,705"
846,2013,Voter Registration,PRO,,"$1,500"
847,2013,Senate Contingency,,,
848,2013,Space Reversation Fund,,,
849,2013,Legal Defense Fund,,,
850,2014,Al-Bayan,PUB,14.0,"$1,200.00"
851,2014,Alternative Breaks Publishing Group,PUB,12.0,$900.00
852,2014,BARE Magazine,PUB,8.0,"$4,500.00"
853,2014,Berkeley Fiction Review,PUB,31.0,"$1,000.00"
854,2014,Berkeley Poetry Review,PUB,20.0,"$1,500.00"
855,2014,Berkeley Political Review,PUB,13.0,"$4,500.00"
